compound,icsd,sg,sgname,T11,T22,T33,T12,T13,T23,kappaLmin,kappaLmax,type
S2Ti1,icsd_079803,12,monoclinic,26.75,26.77,6.93,0.00,11.14,0.00,1.94,31.75,vdW
S2Ti1,icsd_181503,194,hexagonal,16.93,16.93,2.33,0.00,0.00,0.00,2.33,16.93,vdW
S2Ti1,icsd_651214,164,trigonal,27.97,27.97,6.07,0.00,0.00,0.00,6.07,27.97,vdW
S2V1,icsd_086519,164,trigonal,81.45,81.45,8.53,0.00,0.00,0.00,8.53,81.45,vdW
S2W1,icsd_084181,194,hexagonal,31.80,31.80,1.78,0.00,0.00,0.00,1.78,31.80,vdW
S2W1,icsd_202366,194,hexagonal,31.79,31.79,1.77,0.00,0.00,0.00,1.77,31.79,vdW
S2W1,icsd_202367,160,trigonal,63.92,63.92,2.24,0.00,0.00,0.00,2.24,63.92,vdW
S2Y1,icsd_651404,129,tetragonal,8.60,8.60,8.48,0.00,0.00,0.00,8.48,8.60,vdW
S2Zr1,icsd_604434,164,trigonal,46.60,46.60,3.64,0.00,0.00,0.00,3.64,46.60,vdW
S3Ta1,icsd_015251,11,monoclinic,1.67,5.35,2.35,0.00,0.35,0.00,1.52,5.35,vdW
S4V3,icsd_651369,12,monoclinic,17.98,17.66,23.63,0.00,9.40,0.00,11.01,30.61,vdW
Sb2Te1,icsd_069557,164,trigonal,5.39,5.39,3.06,0.00,0.00,0.00,3.06,5.39,vdW
Sb2Te2,icsd_020459,164,trigonal,2.94,2.94,1.92,0.00,0.00,0.00,1.92,2.94,vdW
Sb2Te3,icsd_002084,166,trigonal,3.57,3.57,1.98,0.00,0.00,0.00,1.98,3.57,vdW
Sb2Te3,icsd_262172,12,monoclinic,1.05,1.78,1.10,0.00,0.86,0.00,0.21,1.94,vdW
Sb8Te3,icsd_152188,166,trigonal,2.81,2.81,1.92,0.00,0.00,0.00,1.92,2.81,vdW
Se1Sn1,icsd_050557,62,orthorhombic,4.63,8.20,4.00,0.00,0.00,0.00,4.00,8.20,vdW
Se1Sn1,icsd_651925,63,orthorhombic,5.26,2.00,4.83,0.00,0.00,0.00,2.00,5.26,vdW
Se1Ta2,icsd_065739,129,tetragonal,3.83,3.83,0.61,0.00,0.00,0.00,0.61,3.83,vdW
Se1Ti1,icsd_162897,129,tetragonal,9.98,9.98,2.09,0.00,0.00,0.00,2.09,9.98,vdW
Se1V1,icsd_162898,129,tetragonal,5.20,5.20,1.21,0.00,0.00,0.00,1.21,5.20,vdW
Se1Zn1,icsd_162905,129,tetragonal,2.77,2.77,0.84,0.00,0.00,0.00,0.84,2.77,vdW
Se2Sn1,icsd_651910,164,trigonal,15.91,15.91,1.43,0.00,0.00,0.00,1.43,15.91,vdW
Se2Ta1,icsd_018133,194,hexagonal,5.34,5.34,1.11,0.00,0.00,0.00,1.11,5.34,vdW
Se2Ta1,icsd_024316,187,hexagonal,6.18,6.18,0.97,0.00,0.00,0.00,0.97,6.18,vdW
Se2Ta1,icsd_024318,160,trigonal,7.12,7.12,1.50,0.00,0.00,0.00,1.50,7.12,vdW
Se2Ta1,icsd_026249,186,hexagonal,7.14,7.14,1.15,0.00,0.00,0.00,1.15,7.15,vdW
Se2Ta1,icsd_651958,164,trigonal,15.89,15.89,3.47,0.00,0.00,0.00,3.47,15.89,vdW
Se2Ta1,icsd_651961,194,hexagonal,13.64,13.64,1.36,0.00,0.00,0.00,1.36,13.64,vdW
Se2Ti1,icsd_077830,2,triclinic,12.62,12.74,3.13,6.36,4.92,0.00,0.43,19.76,vdW
Se2Ti1,icsd_652045,164,trigonal,24.72,24.72,5.38,0.00,0.00,0.00,5.38,24.72,vdW
Se2V1,icsd_086520,164,trigonal,29.86,29.86,3.45,0.00,0.00,0.00,3.45,29.86,vdW
Se3Ta1,icsd_651959,11,monoclinic,1.21,2.85,1.84,0.00,0.26,0.00,1.12,2.85,vdW
Se3Tl5,icsd_020826,85,tetragonal,0.84,0.84,0.81,0.00,0.00,0.00,0.81,0.84,vdW
Sn1Te1,icsd_652743,62,orthorhombic,2.96,6.21,3.80,0.00,0.00,0.00,2.96,6.21,vdW
Ta1Te2,icsd_014390,12,monoclinic,5.91,5.09,1.42,0.00,1.94,0.00,0.70,6.63,vdW
Te2Ti1,icsd_603791,164,trigonal,9.00,9.00,4.08,0.00,0.00,0.00,4.08,9.00,vdW
Te2V1,icsd_603582,164,trigonal,18.74,18.74,3.94,0.00,0.00,0.00,3.94,18.75,vdW
Te2W1,icsd_653171,31,orthorhombic,3.19,4.42,0.76,0.00,0.00,0.00,0.76,4.42,vdW
Te2Zr1,icsd_653213,164,trigonal,10.39,10.39,4.81,0.00,0.00,0.00,4.81,10.39,vdW
Te3Y1,icsd_653175,63,orthorhombic,2.30,1.08,2.27,0.00,0.00,0.00,1.08,2.30,vdW
Te3Zr1,icsd_071033,11,monoclinic,6.68,2.62,1.10,0.00,1.93,0.00,0.50,7.28,vdW
Te5Zr1,icsd_085506,63,orthorhombic,2.09,0.67,1.79,0.00,0.00,0.00,0.67,2.09,vdW
Ag1Au1Cl4,icsd_001152,15,monoclinic,1.21,1.31,2.01,0.00,0.26,0.00,1.14,2.08,vdW
Ag1Cs1O1,icsd_025745,82,tetragonal,1.35,1.35,1.62,0.00,0.00,0.00,1.35,1.62,vdW
Ag1Cs1O1,icsd_040160,139,tetragonal,2.08,2.08,2.73,0.00,0.00,0.00,2.08,2.73,vdW
Ag1Cu1Te2,icsd_042482,25,orthorhombic,4.15,2.54,1.10,0.00,0.00,0.00,1.10,4.15,vdW
Ag1F6Sn1,icsd_051505,2,triclinic,5.71,3.52,5.95,1.44,3.08,0.00,1.98,9.10,vdW
Ag1I1O3,icsd_014100,29,orthorhombic,2.20,2.20,1.54,0.00,0.00,0.00,1.54,2.20,vdW
Ag2Cu2O4,icsd_095384,12,monoclinic,25.37,75.32,77.68,0.00,6.83,0.00,24.58,78.51,vdW
Ag2Ge1S3,icsd_041711,36,orthorhombic,3.80,7.00,7.51,0.00,0.00,0.00,3.80,7.51,vdW
Ag2O2Pd1,icsd_051499,71,orthorhombic,46.43,25.01,14.56,0.00,0.00,0.00,14.56,46.43,vdW
Ag3K1Te2,icsd_402230,12,monoclinic,1.81,2.14,2.55,0.00,0.54,0.00,1.52,2.84,vdW
Ag3Te2Tl1,icsd_042483,53,orthorhombic,1.10,1.13,1.25,0.00,0.00,0.00,1.10,1.25,vdW
Ag3Te2Tl1,icsd_071081,65,orthorhombic,1.10,1.24,1.13,0.00,0.00,0.00,1.10,1.24,vdW
Ag8Se6Sn1,icsd_095093,31,orthorhombic,1.38,1.56,1.53,0.00,0.00,0.00,1.38,1.56,vdW
Al1B1Mo1,icsd_016777,63,orthorhombic,11.87,11.26,15.20,0.00,0.00,0.00,11.26,15.21,vdW
Al1Cl1O1,icsd_027812,59,orthorhombic,23.45,1.80,22.27,0.00,0.00,0.00,1.80,23.45,vdW
Al1Cl4K1,icsd_001704,4,monoclinic,1.28,1.68,1.37,0.00,0.62,0.00,0.70,1.95,vdW
Al1I2Pd5,icsd_014164,139,tetragonal,1.22,1.22,1.05,0.00,0.00,0.00,1.05,1.22,vdW
Al1Li5O4,icsd_016229,59,orthorhombic,20.99,22.87,21.23,0.00,0.00,0.00,20.99,22.87,vdW
Al1P1S4,icsd_015910,16,orthorhombic,11.38,11.50,1.31,0.00,0.00,0.00,1.31,11.50,vdW
Al1Si1Te3,icsd_075001,147,trigonal,7.34,7.34,1.18,0.00,0.00,0.00,1.18,7.34,vdW
Al2Br8Ti1,icsd_039243,34,orthorhombic,1.82,1.09,0.79,0.00,0.00,0.00,0.79,1.82,vdW
Al2Cd1Cl8,icsd_062037,7,monoclinic,1.69,1.29,2.07,0.00,0.80,0.00,1.06,2.70,vdW
Al2Cd2Cl8,icsd_062038,2,triclinic,1.52,1.50,1.64,0.78,0.60,0.00,0.55,2.52,vdW
Al2Cl8Co1,icsd_022143,15,monoclinic,1.37,1.21,4.23,0.00,0.27,0.00,1.21,4.26,vdW
Al2Cl8Mg1,icsd_062046,15,monoclinic,1.45,1.39,3.60,0.00,0.58,0.00,1.30,3.74,vdW
Al2Cl8Ti1,icsd_039565,15,monoclinic,1.39,1.51,3.23,0.00,0.63,0.00,1.20,3.42,vdW
Al2Fe1S4,icsd_607619,160,trigonal,26.17,26.17,4.40,0.00,0.00,0.00,4.40,26.17,vdW
Al2Mg1S4,icsd_107308,166,trigonal,20.81,20.81,5.38,0.00,0.00,0.00,5.38,20.81,vdW
Al2Mg2Se5,icsd_041928,164,trigonal,5.29,5.29,2.33,0.00,0.00,0.00,2.33,5.29,vdW
Al2N2Ti3,icsd_052643,159,trigonal,10.63,10.63,10.96,0.00,0.00,0.00,10.63,10.96,vdW
Al2S4Zn1,icsd_609280,160,trigonal,20.75,20.75,7.34,0.00,0.00,0.00,7.34,20.75,vdW
As1Ca1Rb1,icsd_409177,129,tetragonal,1.21,1.21,0.92,0.00,0.00,0.00,0.92,1.21,vdW
As1Co1Li1,icsd_107932,129,tetragonal,3.12,3.12,2.12,0.00,0.00,0.00,2.12,3.13,vdW
As1Cs1Mn1,icsd_040573,129,tetragonal,1.17,1.17,0.69,0.00,0.00,0.00,0.69,1.17,vdW
As1Cu1Li2,icsd_043938,194,hexagonal,2.90,2.90,2.02,0.00,0.00,0.00,2.02,2.90,vdW
As1Fe1Li1,icsd_042331,129,tetragonal,3.03,3.03,2.06,0.00,0.00,0.00,2.06,3.03,vdW
As1Ge1Nb1,icsd_610611,129,tetragonal,8.34,8.34,11.95,0.00,0.00,0.00,8.34,11.95,vdW
As1Ge1Se1,icsd_100828,52,orthorhombic,3.58,3.54,1.12,0.00,0.00,0.00,1.12,3.58,vdW
As1K1O2,icsd_413149,57,orthorhombic,1.27,1.89,2.81,0.00,0.00,0.00,1.27,2.81,vdW
As1K1Sn1,icsd_040815,186,hexagonal,5.32,5.32,3.35,0.00,0.00,0.00,3.35,5.32,vdW
As1Mn1Rb1,icsd_610910,129,tetragonal,0.90,0.90,0.45,0.00,0.00,0.00,0.45,0.90,vdW
As1Na1O2,icsd_016762,61,orthorhombic,1.29,4.30,4.16,0.00,0.00,0.00,1.29,4.30,vdW
As1Ni2Si1,icsd_083753,61,orthorhombic,3.82,4.28,3.10,0.00,0.00,0.00,3.10,4.28,vdW
As1O2Rb1,icsd_413150,57,orthorhombic,1.02,1.45,2.21,0.00,0.00,0.00,1.02,2.22,vdW
As1O3Sb1,icsd_037187,14,monoclinic,2.85,2.13,2.33,0.00,1.95,0.00,0.62,4.56,vdW
As1O4P1,icsd_031879,62,orthorhombic,2.82,17.75,2.72,0.00,0.00,0.00,2.72,17.75,vdW
As1O5V1,icsd_261321,14,monoclinic,17.74,3.47,16.03,0.00,5.28,0.00,3.47,22.24,vdW
As2O4Zn1,icsd_202249,14,monoclinic,3.48,3.07,2.87,0.00,1.19,0.00,1.95,4.39,vdW
As2O6S1,icsd_032581,18,orthorhombic,3.78,3.10,2.13,0.00,0.00,0.00,2.13,3.78,vdW
As2Pb1S4,icsd_024449,14,monoclinic,2.17,1.82,3.83,0.00,0.73,0.00,1.82,4.11,vdW
As2Sn2Sr1,icsd_611428,160,trigonal,6.73,6.73,3.60,0.00,0.00,0.00,3.60,6.73,vdW
As5I1Te7,icsd_031877,8,monoclinic,1.78,4.56,2.04,0.00,0.99,0.00,0.91,4.56,vdW
Au1Bi1Br6,icsd_407220,2,triclinic,0.78,1.74,0.89,0.84,0.38,0.00,0.15,2.26,vdW
Au1Bi1Cl6,icsd_407221,2,triclinic,0.99,2.35,1.19,1.14,0.48,0.00,0.18,3.03,vdW
Au1Cs1O1,icsd_043006,82,tetragonal,1.99,1.99,2.30,0.00,0.00,0.00,1.99,2.30,vdW
Au1Cs1Te1,icsd_071653,51,orthorhombic,0.52,0.50,0.52,0.00,0.00,0.00,0.50,0.52,vdW
Au1F4Li1,icsd_009908,15,monoclinic,4.81,2.24,5.03,0.00,3.54,0.00,1.38,8.47,vdW
Au1I1Te1,icsd_001661,14,monoclinic,0.73,1.12,1.88,0.00,0.13,0.00,0.72,1.89,vdW
Au1I4Li1,icsd_406967,14,monoclinic,1.21,1.23,1.85,0.00,0.32,0.00,1.08,1.98,vdW
Au1O1Rb1,icsd_409552,139,tetragonal,2.25,2.25,2.31,0.00,0.00,0.00,2.25,2.31,vdW
Au2O7Se2,icsd_037009,32,orthorhombic,2.39,5.57,1.34,0.00,0.00,0.00,1.34,5.57,vdW
Au4S3Tl2,icsd_051235,59,orthorhombic,0.79,0.74,0.73,0.00,0.00,0.00,0.73,0.79,vdW
B1Fe2Ni1,icsd_614129,62,orthorhombic,19.50,23.56,22.14,0.00,0.00,0.00,19.50,23.56,vdW
B1S3Tl1,icsd_073085,14,monoclinic,1.11,1.09,1.38,0.00,0.43,0.00,0.80,1.69,vdW
B2Ba1Se6,icsd_411967,64,orthorhombic,1.27,1.32,0.90,0.00,0.00,0.00,0.90,1.32,vdW
Ba1F1I1,icsd_001128,129,tetragonal,1.17,1.17,0.94,0.00,0.00,0.00,0.94,1.17,vdW
Ba1Ge1Mn1,icsd_066965,129,tetragonal,1.03,1.03,0.65,0.00,0.00,0.00,0.65,1.03,vdW
Ba1O4W1,icsd_052384,88,tetragonal,4.66,4.66,3.58,0.00,0.00,0.00,3.58,4.66,vdW
Ba2Cl1N1,icsd_262051,166,trigonal,2.96,2.96,3.49,0.00,0.00,0.00,2.96,3.50,vdW
Ba2Cl1P1,icsd_028134,166,trigonal,2.87,2.87,1.73,0.00,0.00,0.00,1.73,2.87,vdW
Ba2Cu1F6,icsd_021055,12,monoclinic,2.17,2.17,2.01,1.07,0.00,0.00,1.10,3.25,vdW
Ba2F6Ni1,icsd_021056,139,tetragonal,2.50,2.50,2.04,0.00,0.00,0.00,2.04,2.50,vdW
Ba2F6Zn1,icsd_021054,139,tetragonal,2.34,2.34,1.86,0.00,0.00,0.00,1.86,2.34,vdW
Ba2Li1N1,icsd_245651,137,tetragonal,1.45,1.45,1.20,0.00,0.00,0.00,1.20,1.45,vdW
Ba2Nb5O9,icsd_078023,123,tetragonal,8.14,8.14,5.78,0.00,0.00,0.00,5.78,8.14,vdW
Ba2O4Zr1,icsd_039707,139,tetragonal,68.10,68.10,51.27,0.00,0.00,0.00,51.27,68.10,vdW
Ba3O6Sb2,icsd_413764,2,triclinic,2.15,2.25,1.81,1.24,1.24,0.00,0.32,3.86,vdW
Bi1Br1O1,icsd_061225,129,tetragonal,1.74,1.74,0.77,0.00,0.00,0.00,0.77,1.74,vdW
Bi1Ca1K1,icsd_409664,129,tetragonal,0.82,0.82,0.69,0.00,0.00,0.00,0.69,0.82,vdW
Bi1Cl1O1,icsd_024608,129,tetragonal,1.88,1.88,1.02,0.00,0.00,0.00,1.02,1.88,vdW
Bi1Cl1Te1,icsd_079362,186,hexagonal,2.41,2.41,0.98,0.00,0.00,0.00,0.98,2.41,vdW
Bi1Co1O3,icsd_157833,99,tetragonal,64.75,64.75,7.38,0.00,0.00,0.00,7.38,64.75,vdW
Bi1Cu1S2,icsd_038779,62,orthorhombic,4.24,4.85,3.99,0.00,0.00,0.00,3.99,4.85,vdW
Bi1F1O1,icsd_024096,129,tetragonal,2.02,2.02,1.58,0.00,0.00,0.00,1.58,2.02,vdW
Bi1I1O1,icsd_024610,129,tetragonal,1.45,1.45,0.65,0.00,0.00,0.00,0.65,1.45,vdW
Bi1I1Te1,icsd_074501,143,trigonal,3.71,3.71,1.30,0.00,0.00,0.00,1.30,3.71,vdW
Bi1I1Te1,icsd_079364,156,trigonal,3.71,3.71,1.31,0.00,0.00,0.00,1.31,3.71,vdW
Bi1In1O3,icsd_171756,33,orthorhombic,10.92,8.99,4.89,0.00,0.00,0.00,4.89,10.92,vdW
Bi1Mn1Rb1,icsd_616824,129,tetragonal,0.55,0.55,0.43,0.00,0.00,0.00,0.43,0.55,vdW
Bi1Nb1O4,icsd_010247,2,triclinic,9.29,12.07,7.09,6.81,3.95,0.00,1.82,18.20,vdW
Bi1O4V1,icsd_100603,15,monoclinic,23.68,23.66,17.43,16.41,0.00,0.00,7.26,40.09,vdW
Bi2Ge1O5,icsd_062488,9,monoclinic,8.80,7.73,6.77,0.00,4.15,0.00,3.52,12.05,vdW
Bi2Ge1Te4,icsd_658633,166,trigonal,1.80,1.80,1.18,0.00,0.00,0.00,1.18,1.80,vdW
Bi2Ge3O9,icsd_100277,176,hexagonal,4.80,4.80,3.15,0.00,0.00,0.00,3.15,4.80,vdW
Bi2I1Te1,icsd_250330,12,monoclinic,1.14,1.12,0.66,0.00,0.65,0.00,0.21,1.60,vdW
Bi2Mo1O6,icsd_017070,61,orthorhombic,3.96,3.88,4.02,0.00,0.00,0.00,3.88,4.02,vdW
Bi2O4Sr1,icsd_080668,12,monoclinic,1.29,3.22,1.35,0.00,0.96,0.00,0.36,3.23,vdW
Bi2O6W1,icsd_023584,41,orthorhombic,10.91,5.47,8.35,0.00,0.00,0.00,5.47,10.91,vdW
Bi2O9Si3,icsd_155234,176,hexagonal,7.79,7.79,4.29,0.00,0.00,0.00,4.29,7.79,vdW
Bi2Pb2Se5,icsd_030372,164,trigonal,1.70,1.70,1.20,0.00,0.00,0.00,1.20,1.70,vdW
Bi2S1Te2,icsd_026720,148,trigonal,1.32,1.32,2.95,0.00,0.00,0.00,1.32,2.95,vdW
Bi2Se1Te2,icsd_043512,166,trigonal,2.91,2.91,1.28,0.00,0.00,0.00,1.28,2.91,vdW
Bi2Se2Te1,icsd_054838,166,trigonal,3.08,3.08,1.48,0.00,0.00,0.00,1.48,3.08,vdW
Bi3Br1O4,icsd_201691,52,orthorhombic,1.79,1.79,1.26,0.00,0.00,0.00,1.26,1.79,vdW
Bi3Cl1O4,icsd_409330,15,monoclinic,2.11,2.11,1.25,0.00,1.00,0.00,0.59,2.77,vdW
Bi4Br2O5,icsd_094498,4,monoclinic,1.26,1.31,1.21,0.00,0.77,0.00,0.47,2.01,vdW
Br1Cr1O1,icsd_027092,59,orthorhombic,44.55,24.38,1.73,0.00,0.00,0.00,1.73,44.55,vdW
Br1Cu1Se2,icsd_410004,14,monoclinic,3.41,1.35,1.07,0.00,1.50,0.00,0.33,4.14,vdW
Br1F4Rb1,icsd_065713,140,tetragonal,1.21,1.21,0.78,0.00,0.00,0.00,0.78,1.21,vdW
Br1Hf1N1,icsd_051773,166,trigonal,3.13,3.13,0.77,0.00,0.00,0.00,0.77,3.14,vdW
Br1Hf1N1,icsd_095720,59,orthorhombic,22.63,22.74,1.15,0.00,0.00,0.00,1.15,22.75,vdW
Br1In1O1,icsd_024059,59,orthorhombic,9.50,11.10,1.26,0.00,0.00,0.00,1.26,11.11,vdW
Br1In1Te1,icsd_100705,14,monoclinic,1.09,2.41,1.73,0.00,0.31,0.00,0.97,2.41,vdW
Br1La1O1,icsd_041065,129,tetragonal,2.21,2.21,1.25,0.00,0.00,0.00,1.25,2.21,vdW
Br1N1Ti1,icsd_027395,59,orthorhombic,41.40,34.70,1.76,0.00,0.00,0.00,1.76,41.40,vdW
Br1N1Zr1,icsd_025507,164,trigonal,6.07,6.07,0.55,0.00,0.00,0.00,0.55,6.07,vdW
Br1N1Zr1,icsd_027393,59,orthorhombic,27.85,31.16,1.53,0.00,0.00,0.00,1.53,31.16,vdW
Br1N1Zr1,icsd_087797,166,trigonal,4.16,4.16,0.97,0.00,0.00,0.00,0.97,4.16,vdW
Br1O1Sc1,icsd_170774,59,orthorhombic,23.36,20.10,1.78,0.00,0.00,0.00,1.78,23.36,vdW
Br1O1Ti1,icsd_010419,59,orthorhombic,86.61,24.77,1.95,0.00,0.00,0.00,1.95,86.61,vdW
Br1O1V1,icsd_027010,59,orthorhombic,79.65,15.32,1.66,0.00,0.00,0.00,1.66,79.65,vdW
Br1O3Tl1,icsd_076966,160,trigonal,1.11,1.11,1.13,0.00,0.00,0.00,1.11,1.13,vdW
Br2La2P1,icsd_418009,164,trigonal,2.94,2.94,1.07,0.00,0.00,0.00,1.07,2.94,vdW
Br2O1V1,icsd_024381,71,orthorhombic,24.77,3.58,523.79,0.00,0.00,0.00,3.58,523.79,vdW
Br3Hg2Te1,icsd_417407,14,monoclinic,0.90,1.21,0.89,0.00,0.55,0.00,0.35,1.44,vdW
Br4In1Na1,icsd_065462,19,orthorhombic,0.88,0.95,1.12,0.00,0.00,0.00,0.88,1.12,vdW
Br4Pd4Te3,icsd_418003,2,triclinic,1.25,1.87,1.12,0.80,0.37,0.00,0.53,2.45,vdW
Br4S9V4,icsd_415351,129,tetragonal,1.83,1.83,1.14,0.00,0.00,0.00,1.14,1.83,vdW
Br6Mo6S3,icsd_035356,63,orthorhombic,0.88,1.80,2.04,0.00,0.00,0.00,0.88,2.04,vdW
Br7Nb3S1,icsd_081078,156,trigonal,11.57,11.57,1.82,0.00,0.00,0.00,1.82,11.57,vdW
Br7S1Ta3,icsd_051101,8,monoclinic,10.02,9.83,1.38,0.00,3.18,0.00,0.35,11.05,vdW
Ca1Cl2O4,icsd_171020,68,orthorhombic,12.62,3.13,11.27,0.00,0.00,0.00,3.13,12.63,vdW
Ca1Ga1N1,icsd_002027,129,tetragonal,21.01,21.01,43.88,0.00,0.00,0.00,21.01,43.88,vdW
Ca1Ge1Mn1,icsd_066957,129,tetragonal,2.43,2.43,1.55,0.00,0.00,0.00,1.55,2.43,vdW
Ca1Mn1Si1,icsd_066955,129,tetragonal,4.53,4.53,2.08,0.00,0.00,0.00,2.08,4.53,vdW
Ca1Mn1Sn1,icsd_066959,129,tetragonal,1.77,1.77,1.51,0.00,0.00,0.00,1.51,1.77,vdW
Ca1Rb1Sb1,icsd_409178,129,tetragonal,0.97,0.97,0.76,0.00,0.00,0.00,0.76,0.97,vdW
Ca2Cl1N1,icsd_062555,166,trigonal,13.56,13.56,9.79,0.00,0.00,0.00,9.79,13.56,vdW
Ca2Co1O3,icsd_095439,8,monoclinic,25.08,25.03,32.19,0.00,11.62,0.00,16.49,40.77,vdW
Ca2I1N1,icsd_065216,194,hexagonal,2.30,2.30,1.98,0.00,0.00,0.00,1.98,2.30,vdW
Ca2In1N1,icsd_096228,63,orthorhombic,20.94,11.54,20.70,0.00,0.00,0.00,11.54,20.94,vdW
Ca3Mn2O7,icsd_096698,36,orthorhombic,32.68,41.63,33.58,0.00,0.00,0.00,32.68,41.63,vdW
Cd1P1S3,icsd_079556,12,monoclinic,7.76,8.13,1.68,0.00,2.49,0.00,0.79,8.64,vdW
Cd1P1S3,icsd_080875,146,trigonal,9.13,9.13,1.61,0.00,0.00,0.00,1.61,9.13,vdW
Cd2P2Se6,icsd_620237,148,trigonal,5.20,5.20,1.26,0.00,0.00,0.00,1.26,5.20,vdW
Cl1Cr1O1,icsd_004086,59,orthorhombic,87.02,41.80,2.46,0.00,0.00,0.00,2.46,87.02,vdW
Cl1Cu1Se2,icsd_068292,14,monoclinic,3.58,1.70,1.25,0.00,1.53,0.00,0.50,4.34,vdW
Cl1Cu1Te2,icsd_000641,14,monoclinic,3.05,1.33,1.39,0.00,1.24,0.00,0.73,3.71,vdW
Cl1Fe1O1,icsd_167393,59,orthorhombic,80.10,2.39,31.54,0.00,0.00,0.00,2.39,80.11,vdW
Cl1Ga1Te1,icsd_015582,58,orthorhombic,3.47,1.51,5.97,0.00,0.00,0.00,1.51,5.97,vdW
Cl1Hf1N1,icsd_261541,166,trigonal,3.50,3.50,0.85,0.00,0.00,0.00,0.85,3.51,vdW
Cl1In1O1,icsd_024058,59,orthorhombic,13.06,14.81,1.42,0.00,0.00,0.00,1.42,14.81,vdW
Cl1K1O3,icsd_009483,160,trigonal,8.98,8.98,9.61,0.00,0.00,0.00,8.98,9.61,vdW
Cl1La1O1,icsd_040297,129,tetragonal,2.53,2.53,1.80,0.00,0.00,0.00,1.80,2.53,vdW
Cl1Li1O2,icsd_059936,138,tetragonal,3.53,3.53,1.92,0.00,0.00,0.00,1.92,3.53,vdW
Cl1N1Sr2,icsd_410769,166,trigonal,5.98,5.98,5.08,0.00,0.00,0.00,5.08,5.98,vdW
Cl1N1Ti1,icsd_027396,59,orthorhombic,66.29,57.13,2.32,0.00,0.00,0.00,2.32,66.29,vdW
Cl1N1Zr1,icsd_151468,166,trigonal,5.39,5.39,1.15,0.00,0.00,0.00,1.15,5.39,vdW
Cl1N5S5,icsd_062528,15,monoclinic,1.92,1.67,1.16,0.00,0.96,0.00,0.50,2.57,vdW
Cl1O1Sb1,icsd_024751,14,monoclinic,1.26,1.28,1.29,0.00,0.66,0.00,0.62,1.94,vdW
Cl1O1Ti1,icsd_155833,59,orthorhombic,113.79,33.21,2.33,0.00,0.00,0.00,2.33,113.79,vdW
Cl1O1V1,icsd_027011,59,orthorhombic,109.61,18.94,2.16,0.00,0.00,0.00,2.16,109.61,vdW
Cl1O1Y1,icsd_060585,166,trigonal,4.10,4.10,1.10,0.00,0.00,0.00,1.10,4.10,vdW
Cl1O4Sb3,icsd_410039,13,monoclinic,1.40,1.57,1.95,0.00,0.83,0.00,0.80,2.54,vdW
Cl1Rh1Te1,icsd_405714,8,monoclinic,2.52,7.00,5.38,0.00,-1.15,0.00,2.12,7.00,vdW
Cl1Rh1Te1,icsd_406932,12,monoclinic,2.52,7.00,5.39,0.00,-1.15,0.00,2.12,7.00,vdW
Cl2Hg2O6,icsd_412963,14,monoclinic,1.05,1.71,1.10,0.00,0.54,0.00,0.53,1.71,vdW
Cl2N1Sc2,icsd_059125,164,trigonal,26.46,26.46,2.86,0.00,0.00,0.00,2.86,26.46,vdW
Cl2N2S3,icsd_023974,4,monoclinic,1.64,1.70,1.61,0.00,0.68,0.00,0.94,2.31,vdW
Cl2O1Ru1,icsd_083883,71,orthorhombic,48.87,836.26,4.43,0.00,0.00,0.00,4.43,836.26,vdW
Cl2O1V1,icsd_024380,71,orthorhombic,54.29,5.23,954.34,0.00,0.00,0.00,5.23,954.34,vdW
Cl2O4Pb1,icsd_068484,68,orthorhombic,2.79,1.42,2.66,0.00,0.00,0.00,1.42,2.79,vdW
Cl2O4Pb4,icsd_030292,139,tetragonal,1.27,1.27,0.79,0.00,0.00,0.00,0.79,1.27,vdW
Cl2O4Sr1,icsd_171021,68,orthorhombic,4.50,1.83,4.11,0.00,0.00,0.00,1.83,4.50,vdW
Cl3F2Sb1,icsd_200039,79,tetragonal,1.25,1.25,1.59,0.00,0.00,0.00,1.25,1.59,vdW
Cl4Cr1Rb2,icsd_041570,139,tetragonal,3.22,3.22,3.33,0.00,0.00,0.00,3.22,3.33,vdW
Cl4I1K1,icsd_030203,14,monoclinic,0.93,1.22,0.96,0.00,0.72,0.00,0.22,1.67,vdW
Cl6Fe1Hf1,icsd_039817,163,trigonal,3.87,3.87,1.44,0.00,0.00,0.00,1.44,3.87,vdW
Cl6Fe1Zr1,icsd_039666,163,trigonal,3.72,3.72,1.71,0.00,0.00,0.00,1.71,3.72,vdW
Cl6Na1Nb1,icsd_036518,14,monoclinic,1.32,1.59,1.40,0.00,0.70,0.00,0.66,2.06,vdW
Cl6Na1Ta1,icsd_036519,14,monoclinic,1.12,1.34,1.20,0.00,0.61,0.00,0.56,1.77,vdW
Cl7Nb3Te1,icsd_079213,164,trigonal,7.29,7.29,1.42,0.00,0.00,0.00,1.42,7.29,vdW
Co1Nb1Te2,icsd_071519,64,orthorhombic,2.38,0.79,1.73,0.00,0.00,0.00,0.79,2.38,vdW
Co1Nb1Te2,icsd_073739,14,monoclinic,1.15,1.51,1.97,0.00,-0.05,0.00,1.15,1.97,vdW
Co1P1Pd1,icsd_624599,129,tetragonal,4.85,4.85,7.14,0.00,0.00,0.00,4.85,7.14,vdW
Co1P1S3,icsd_061394,12,monoclinic,16.98,17.38,2.17,0.00,5.60,0.00,0.30,18.85,vdW
